datum,titel,abstimmungstext,partei,parole
2018-09-23,"2. Erweiterung der Fernwärmeversorgung","Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",SP,JA
2018-09-23,"2. Erweiterung der Fernwärmeversorgung","Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",SVP,NEIN
2018-09-23,"2. Erweiterung der Fernwärmeversorgung","Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",glp,JA
2018-11-25,"Areal Hardturm, Gewährung Baurechte, Objektkredit und Einnahmeverzicht","Gewährung von Baurechten für die Realisierung eines Fussballstadions, von gemeinnützigem Wohnungsbau und zwei Hochhäusern auf dem Areal Hardturm, Übertragung von zwei Grundstücken ins Verwaltungsvermögen, Objektkredit von 50,15823 Millionen Franken und Einnahmeverzicht von jährlich 1,72666 Millionen Franken",AL,Stimmfreigabe
2018-11-25,"Areal Hardturm, Gewährung Baurechte, Objektkredit und Einnahmeverzicht","Gewährung von Baurechten für die Realisierung eines Fussballstadions, von gemeinnützigem Wohnungsbau und zwei Hochhäusern auf dem Areal Hardturm, Übertragung von zwei Grundstücken ins Verwaltungsvermögen, Objektkredit von 50,15823 Millionen Franken und Einnahmeverzicht von jährlich 1,72666 Millionen Franken",BDP,JA
2018-11-25,"Areal Hardturm, Gewährung Baurechte, Objektkredit und Einnahmeverzicht","Gewährung von Baurechten für die Realisierung eines Fussballstadions, von gemeinnützigem Wohnungsbau und zwei Hochhäusern auf dem Areal Hardturm, Übertragung von zwei Grundstücken ins Verwaltungsvermögen, Objektkredit von 50,15823 Millionen Franken und Einnahmeverzicht von jährlich 1,72666 Millionen Franken",EVP,JA
2018-11-25,"Areal Hardturm, Gewährung Baurechte, Objektkredit und Einnahmeverzicht","Gewährung von Baurechten für die Realisierung eines Fussballstadions, von gemeinnützigem Wohnungsbau und zwei Hochhäusern auf dem Areal Hardturm, Übertragung von zwei Grundstücken ins Verwaltungsvermögen, Objektkredit von 50,15823 Millionen Franken und Einnahmeverzicht von jährlich 1,72666 Millionen Franken",FDP,JA
2018-11-25,"Areal Hardturm, Gewährung Baurechte, Objektkredit und Einnahmeverzicht","Gewährung von Baurechten für die Realisierung eines Fussballstadions, von gemeinnützigem Wohnungsbau und zwei Hochhäusern auf dem Areal Hardturm, Übertragung von zwei Grundstücken ins Verwaltungsvermögen, Objektkredit von 50,15823 Millionen Franken und Einnahmeverzicht von jährlich 1,72666 Millionen Franken","Grüne",NEIN
2018-11-25,"Areal Hardturm, Gewährung Baurechte, Objektkredit und Einnahmeverzicht","Gewährung von Baurechten für die Realisierung eines Fussballstadions, von gemeinnützigem Wohnungsbau und zwei Hochhäusern auf dem Areal Hardturm, Übertragung von zwei Grundstücken ins Verwaltungsvermögen, Objektkredit von 50,15823 Millionen Franken und Einnahmeverzicht von jährlich 1,72666 Millionen Franken",SP,NEIN
2018-11-25,"Areal Hardturm, Gewährung Baurechte, Objektkredit und Einnahmeverzicht","Gewährung von Baurechten für die Realisierung eines Fussballstadions, von gemeinnützigem Wohnungsbau und zwei Hochhäusern auf dem Areal Hardturm, Übertragung von zwei Grundstücken ins Verwaltungsvermögen, Objektkredit von 50,15823 Millionen Franken und Einnahmeverzicht von jährlich 1,72666 Millionen Franken",SVP,JA
2018-11-25,"Areal Hardturm, Gewährung Baurechte, Objektkredit und Einnahmeverzicht","Gewährung von Baurechten für die Realisierung eines Fussballstadions, von gemeinnützigem Wohnungsbau und zwei Hochhäusern auf dem Areal Hardturm, Übertragung von zwei Grundstücken ins Verwaltungsvermögen, Objektkredit von 50,15823 Millionen Franken und Einnahmeverzicht von jährlich 1,72666 Millionen Franken",glp,JA
2019-02-10,"Vorlage 1: Alterszentrum und Wohnsiedlung Eichrain","Neubau Alterszentrum und Wohnsiedlung Eichrain, Quartier Seebach, Objektkredit von 131,91 Millionen Franken",AL,JA
2019-02-10,"Vorlage 1: Alterszentrum und Wohnsiedlung Eichrain","Neubau Alterszentrum und Wohnsiedlung Eichrain, Quartier Seebach, Objektkredit von 131,91 Millionen Franken",BDP,JA
2019-02-10,"Vorlage 1: Alterszentrum und Wohnsiedlung Eichrain","Neubau Alterszentrum und Wohnsiedlung Eichrain, Quartier Seebach, Objektkredit von 131,91 Millionen Franken",EVP,JA
2019-02-10,"Vorlage 1: Alterszentrum und Wohnsiedlung Eichrain","Neubau Alterszentrum und Wohnsiedlung Eichrain, Quartier Seebach, Objektkredit von 131,91 Millionen Franken",FDP,JA
2019-02-10,"Vorlage 1: Alterszentrum und Wohnsiedlung Eichrain","Neubau Alterszentrum und Wohnsiedlung Eichrain, Quartier Seebach, Objektkredit von 131,91 Millionen Franken","Grüne",JA
2019-02-10,"Vorlage 1: Alterszentrum und Wohnsiedlung Eichrain","Neubau Alterszentrum und Wohnsiedlung Eichrain, Quartier Seebach, Objektkredit von 131,91 Millionen Franken",SP,JA
2019-02-10,"Vorlage 1: Alterszentrum und Wohnsiedlung Eichrain","Neubau Alterszentrum und Wohnsiedlung Eichrain, Quartier Seebach, Objektkredit von 131,91 Millionen Franken",SVP,NEIN
2019-02-10,"Vorlage 1: Alterszentrum und Wohnsiedlung Eichrain","Neubau Alterszentrum und Wohnsiedlung Eichrain, Quartier Seebach, Objektkredit von 131,91 Millionen Franken",glp,JA
2019-02-10,"Vorlage 2: Energieverbund Altstetten und Höngg-West","Energieverbund Altstetten und Höngg-West, Objektkredit von 128,7 Millionen Franken",AL,JA
2019-02-10,"Vorlage 2: Energieverbund Altstetten und Höngg-West","Energieverbund Altstetten und Höngg-West, Objektkredit von 128,7 Millionen Franken",BDP,JA
2019-02-10,"Vorlage 2: Energieverbund Altstetten und Höngg-West","Energieverbund Altstetten und Höngg-West, Objektkredit von 128,7 Millionen Franken",EVP,JA
2019-02-10,"Vorlage 2: Energieverbund Altstetten und Höngg-West","Energieverbund Altstetten und Höngg-West, Objektkredit von 128,7 Millionen Franken",FDP,JA
2019-02-10,"Vorlage 2: Energieverbund Altstetten und Höngg-West","Energieverbund Altstetten und Höngg-West, Objektkredit von 128,7 Millionen Franken","Grüne",JA
2019-02-10,"Vorlage 2: Energieverbund Altstetten und Höngg-West","Energieverbund Altstetten und Höngg-West, Objektkredit von 128,7 Millionen Franken",SP,JA
2019-02-10,"Vorlage 2: Energieverbund Altstetten und Höngg-West","Energieverbund Altstetten und Höngg-West, Objektkredit von 128,7 Millionen Franken",SVP,NEIN
2019-02-10,"Vorlage 2: Energieverbund Altstetten und Höngg-West","Energieverbund Altstetten und Höngg-West, Objektkredit von 128,7 Millionen Franken",glp,JA
2019-05-19,"1. Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken",AL,JA
2019-05-19,"1. Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken",BDP,NEIN
2019-05-19,"1. Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken",EVP,JA
2019-05-19,"1. Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken",FDP,NEIN
2019-05-19,"1. Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Grüne",JA
2019-05-19,"1. Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken",SP,JA
2019-05-19,"1. Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken",SVP,NEIN
2019-05-19,"1. Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken","Neue kommunale Wohnsiedlung Leutschenbach, Quartier Seebach, Objektkredit von 213,205 Millionen Franken",glp,JA
2019-05-19,"2. Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken",AL,JA
2019-05-19,"2. Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken",BDP,JA
2019-05-19,"2. Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken",EVP,JA
2019-05-19,"2. Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken",FDP,JA
2019-05-19,"2. Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Grüne",JA
2019-05-19,"2. Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken",SP,JA
2019-05-19,"2. Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken",SVP,JA
2019-05-19,"2. Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken","Ersatzneubau der Wache Wasserschutzpolizei, Quartier Enge, Objektkredit von 20,97 Millionen Franken",glp,JA
2019-05-19,"3. Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken",AL,JA
2019-05-19,"3. Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken",BDP,JA
2019-05-19,"3. Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken",EVP,JA
2019-05-19,"3. Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken",FDP,JA
2019-05-19,"3. Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Grüne",NEIN
2019-05-19,"3. Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken",SP,JA
2019-05-19,"3. Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken",SVP,JA
2019-05-19,"3. Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken","Neubau Schulanlage Freilager mit Energiezentrale, Quartier Albisrieden, Objektkredit von 63,3 Millionen Franken",glp,JA
2019-11-17,"Gegenvorschlag zur «1%-Initiative»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Ein Prozent gegen die globale Armut (1%-Initiative)», Abstimmung vom 17. November 2019.",AL,JA
2019-11-17,"Gegenvorschlag zur «1%-Initiative»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Ein Prozent gegen die globale Armut (1%-Initiative)», Abstimmung vom 17. November 2019.",EVP,JA
2019-11-17,"Gegenvorschlag zur «1%-Initiative»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Ein Prozent gegen die globale Armut (1%-Initiative)», Abstimmung vom 17. November 2019.",FDP,NEIN
2019-11-17,"Gegenvorschlag zur «1%-Initiative»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Ein Prozent gegen die globale Armut (1%-Initiative)», Abstimmung vom 17. November 2019.","Grüne",JA
2019-11-17,"Gegenvorschlag zur «1%-Initiative»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Ein Prozent gegen die globale Armut (1%-Initiative)», Abstimmung vom 17. November 2019.",SP,JA
2019-11-17,"Gegenvorschlag zur «1%-Initiative»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Ein Prozent gegen die globale Armut (1%-Initiative)», Abstimmung vom 17. November 2019.",SVP,NEIN
2019-11-17,"Gegenvorschlag zur «1%-Initiative»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Ein Prozent gegen die globale Armut (1%-Initiative)», Abstimmung vom 17. November 2019.",glp,JA
2019-11-17,"Neubau der Schulanlage Allmend","Neubau der Schulanlage Allmend im Gebiet Manegg, Quartier Wollishofen, Bau einer Passerelle, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,318875 Millionen Franken",AL,JA
2019-11-17,"Neubau der Schulanlage Allmend","Neubau der Schulanlage Allmend im Gebiet Manegg, Quartier Wollishofen, Bau einer Passerelle, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,318875 Millionen Franken",EVP,JA
2019-11-17,"Neubau der Schulanlage Allmend","Neubau der Schulanlage Allmend im Gebiet Manegg, Quartier Wollishofen, Bau einer Passerelle, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,318875 Millionen Franken",FDP,JA
2019-11-17,"Neubau der Schulanlage Allmend","Neubau der Schulanlage Allmend im Gebiet Manegg, Quartier Wollishofen, Bau einer Passerelle, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,318875 Millionen Franken","Grüne",JA
2019-11-17,"Neubau der Schulanlage Allmend","Neubau der Schulanlage Allmend im Gebiet Manegg, Quartier Wollishofen, Bau einer Passerelle, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,318875 Millionen Franken",SP,JA
2019-11-17,"Neubau der Schulanlage Allmend","Neubau der Schulanlage Allmend im Gebiet Manegg, Quartier Wollishofen, Bau einer Passerelle, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,318875 Millionen Franken",SVP,JA
2019-11-17,"Neubau der Schulanlage Allmend","Neubau der Schulanlage Allmend im Gebiet Manegg, Quartier Wollishofen, Bau einer Passerelle, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,318875 Millionen Franken",glp,JA
2019-11-17,"Sozialzentrum an der Röschibachstrasse","Liegenschaft Röschibachstrasse 24/26, Quartier Wipkingen, Instandsetzung und Umbau für das Sozialzentrum Hönggerstrasse, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 59,8 Millionen Franken",AL,Stimmfreigabe
2019-11-17,"Sozialzentrum an der Röschibachstrasse","Liegenschaft Röschibachstrasse 24/26, Quartier Wipkingen, Instandsetzung und Umbau für das Sozialzentrum Hönggerstrasse, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 59,8 Millionen Franken",EVP,JA
2019-11-17,"Sozialzentrum an der Röschibachstrasse","Liegenschaft Röschibachstrasse 24/26, Quartier Wipkingen, Instandsetzung und Umbau für das Sozialzentrum Hönggerstrasse, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 59,8 Millionen Franken",FDP,NEIN
2019-11-17,"Sozialzentrum an der Röschibachstrasse","Liegenschaft Röschibachstrasse 24/26, Quartier Wipkingen, Instandsetzung und Umbau für das Sozialzentrum Hönggerstrasse, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 59,8 Millionen Franken","Grüne",JA
2019-11-17,"Sozialzentrum an der Röschibachstrasse","Liegenschaft Röschibachstrasse 24/26, Quartier Wipkingen, Instandsetzung und Umbau für das Sozialzentrum Hönggerstrasse, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 59,8 Millionen Franken",SP,JA
2019-11-17,"Sozialzentrum an der Röschibachstrasse","Liegenschaft Röschibachstrasse 24/26, Quartier Wipkingen, Instandsetzung und Umbau für das Sozialzentrum Hönggerstrasse, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 59,8 Millionen Franken",SVP,NEIN
2019-11-17,"Sozialzentrum an der Röschibachstrasse","Liegenschaft Röschibachstrasse 24/26, Quartier Wipkingen, Instandsetzung und Umbau für das Sozialzentrum Hönggerstrasse, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 59,8 Millionen Franken",glp,JA
2019-11-17,"Vereinbarung Forensisches Institut","Vereinbarung zwischen dem Kanton Zürich und der Stadt Zürich über Errichtung und Betrieb des Forensischen Instituts Zürich (FOR)",AL,JA
2019-11-17,"Vereinbarung Forensisches Institut","Vereinbarung zwischen dem Kanton Zürich und der Stadt Zürich über Errichtung und Betrieb des Forensischen Instituts Zürich (FOR)",EVP,NEIN
2019-11-17,"Vereinbarung Forensisches Institut","Vereinbarung zwischen dem Kanton Zürich und der Stadt Zürich über Errichtung und Betrieb des Forensischen Instituts Zürich (FOR)",FDP,JA
2019-11-17,"Vereinbarung Forensisches Institut","Vereinbarung zwischen dem Kanton Zürich und der Stadt Zürich über Errichtung und Betrieb des Forensischen Instituts Zürich (FOR)","Grüne",JA
2019-11-17,"Vereinbarung Forensisches Institut","Vereinbarung zwischen dem Kanton Zürich und der Stadt Zürich über Errichtung und Betrieb des Forensischen Instituts Zürich (FOR)",SP,JA
2019-11-17,"Vereinbarung Forensisches Institut","Vereinbarung zwischen dem Kanton Zürich und der Stadt Zürich über Errichtung und Betrieb des Forensischen Instituts Zürich (FOR)",SVP,NEIN
2019-11-17,"Vereinbarung Forensisches Institut","Vereinbarung zwischen dem Kanton Zürich und der Stadt Zürich über Errichtung und Betrieb des Forensischen Instituts Zürich (FOR)",glp,JA
2020-02-09,"Tramdepot und Wohnsiedlung Hard","Teilersatz Tramdepot Hard mit neuer kommunaler Wohnsiedlung, Industriequartier, Objektkredit von 203,525 Millionen Franken",AL,NEIN
2020-02-09,"Tramdepot und Wohnsiedlung Hard","Teilersatz Tramdepot Hard mit neuer kommunaler Wohnsiedlung, Industriequartier, Objektkredit von 203,525 Millionen Franken",EVP,JA
2020-02-09,"Tramdepot und Wohnsiedlung Hard","Teilersatz Tramdepot Hard mit neuer kommunaler Wohnsiedlung, Industriequartier, Objektkredit von 203,525 Millionen Franken",FDP,JA
2020-02-09,"Tramdepot und Wohnsiedlung Hard","Teilersatz Tramdepot Hard mit neuer kommunaler Wohnsiedlung, Industriequartier, Objektkredit von 203,525 Millionen Franken","Grüne",JA
2020-02-09,"Tramdepot und Wohnsiedlung Hard","Teilersatz Tramdepot Hard mit neuer kommunaler Wohnsiedlung, Industriequartier, Objektkredit von 203,525 Millionen Franken",SP,JA
2020-02-09,"Tramdepot und Wohnsiedlung Hard","Teilersatz Tramdepot Hard mit neuer kommunaler Wohnsiedlung, Industriequartier, Objektkredit von 203,525 Millionen Franken",SVP,NEIN
2020-02-09,"Tramdepot und Wohnsiedlung Hard","Teilersatz Tramdepot Hard mit neuer kommunaler Wohnsiedlung, Industriequartier, Objektkredit von 203,525 Millionen Franken",glp,JA
2020-09-27,"Gestaltungsplan Areal Hardturm","Privater Gestaltungsplan «Areal Hardturm – Stadion»",AL,NEIN
2020-09-27,"Gestaltungsplan Areal Hardturm","Privater Gestaltungsplan «Areal Hardturm – Stadion»",EVP,JA
2020-09-27,"Gestaltungsplan Areal Hardturm","Privater Gestaltungsplan «Areal Hardturm – Stadion»",FDP,JA
2020-09-27,"Gestaltungsplan Areal Hardturm","Privater Gestaltungsplan «Areal Hardturm – Stadion»","Grüne",NEIN
2020-09-27,"Gestaltungsplan Areal Hardturm","Privater Gestaltungsplan «Areal Hardturm – Stadion»",SP,NEIN
2020-09-27,"Gestaltungsplan Areal Hardturm","Privater Gestaltungsplan «Areal Hardturm – Stadion»",SVP,JA
2020-09-27,"Gestaltungsplan Areal Hardturm","Privater Gestaltungsplan «Areal Hardturm – Stadion»",glp,JA
2020-09-27,"Neuregelung Finanzkompetenzen","Neuregelung Finanzkompetenzen für den Erwerb von Liegenschaften",AL,JA
2020-09-27,"Neuregelung Finanzkompetenzen","Neuregelung Finanzkompetenzen für den Erwerb von Liegenschaften",EVP,JA
2020-09-27,"Neuregelung Finanzkompetenzen","Neuregelung Finanzkompetenzen für den Erwerb von Liegenschaften",FDP,NEIN
2020-09-27,"Neuregelung Finanzkompetenzen","Neuregelung Finanzkompetenzen für den Erwerb von Liegenschaften","Grüne",JA
2020-09-27,"Neuregelung Finanzkompetenzen","Neuregelung Finanzkompetenzen für den Erwerb von Liegenschaften",SP,JA
2020-09-27,"Neuregelung Finanzkompetenzen","Neuregelung Finanzkompetenzen für den Erwerb von Liegenschaften",SVP,NEIN
2020-09-27,"Neuregelung Finanzkompetenzen","Neuregelung Finanzkompetenzen für den Erwerb von Liegenschaften",glp,NEIN
2020-09-27,"Pro Senectute, Beiträge ab 2021","Pro Senectute, Beiträge ab 2021",AL,JA
2020-09-27,"Pro Senectute, Beiträge ab 2021","Pro Senectute, Beiträge ab 2021",EVP,JA
2020-09-27,"Pro Senectute, Beiträge ab 2021","Pro Senectute, Beiträge ab 2021",FDP,JA
2020-09-27,"Pro Senectute, Beiträge ab 2021","Pro Senectute, Beiträge ab 2021","Grüne",JA
2020-09-27,"Pro Senectute, Beiträge ab 2021","Pro Senectute, Beiträge ab 2021",SP,JA
2020-09-27,"Pro Senectute, Beiträge ab 2021","Pro Senectute, Beiträge ab 2021",SVP,JA
2020-09-27,"Pro Senectute, Beiträge ab 2021","Pro Senectute, Beiträge ab 2021",glp,JA
2020-09-27,"Volksinitiative Sichere Velorouten","Volksinitiative «Sichere Velorouten für Zürich»",AL,JA
2020-09-27,"Volksinitiative Sichere Velorouten","Volksinitiative «Sichere Velorouten für Zürich»",EVP,JA
2020-09-27,"Volksinitiative Sichere Velorouten","Volksinitiative «Sichere Velorouten für Zürich»",FDP,NEIN
2020-09-27,"Volksinitiative Sichere Velorouten","Volksinitiative «Sichere Velorouten für Zürich»","Grüne",JA
2020-09-27,"Volksinitiative Sichere Velorouten","Volksinitiative «Sichere Velorouten für Zürich»",SP,JA
2020-09-27,"Volksinitiative Sichere Velorouten","Volksinitiative «Sichere Velorouten für Zürich»",SVP,NEIN
2020-09-27,"Volksinitiative Sichere Velorouten","Volksinitiative «Sichere Velorouten für Zürich»",glp,JA
2020-09-27,"Wasserleitung Limmat, Glatt- und Hangzone","Wasserleitung Limmat, Glatt- und Hangzone, Objektkredit von 25,245 Millionen Franken",AL,JA
2020-09-27,"Wasserleitung Limmat, Glatt- und Hangzone","Wasserleitung Limmat, Glatt- und Hangzone, Objektkredit von 25,245 Millionen Franken",EVP,JA
2020-09-27,"Wasserleitung Limmat, Glatt- und Hangzone","Wasserleitung Limmat, Glatt- und Hangzone, Objektkredit von 25,245 Millionen Franken",FDP,JA
2020-09-27,"Wasserleitung Limmat, Glatt- und Hangzone","Wasserleitung Limmat, Glatt- und Hangzone, Objektkredit von 25,245 Millionen Franken","Grüne",JA
2020-09-27,"Wasserleitung Limmat, Glatt- und Hangzone","Wasserleitung Limmat, Glatt- und Hangzone, Objektkredit von 25,245 Millionen Franken",SP,JA
2020-09-27,"Wasserleitung Limmat, Glatt- und Hangzone","Wasserleitung Limmat, Glatt- und Hangzone, Objektkredit von 25,245 Millionen Franken",SVP,JA
2020-09-27,"Wasserleitung Limmat, Glatt- und Hangzone","Wasserleitung Limmat, Glatt- und Hangzone, Objektkredit von 25,245 Millionen Franken",glp,JA
2020-09-27,"ewz-Areal Herdern","Instandsetzung und Optimierung ewz-Areal Herdern",AL,JA
2020-09-27,"ewz-Areal Herdern","Instandsetzung und Optimierung ewz-Areal Herdern",EVP,JA
2020-09-27,"ewz-Areal Herdern","Instandsetzung und Optimierung ewz-Areal Herdern",FDP,JA
2020-09-27,"ewz-Areal Herdern","Instandsetzung und Optimierung ewz-Areal Herdern","Grüne",JA
2020-09-27,"ewz-Areal Herdern","Instandsetzung und Optimierung ewz-Areal Herdern",SP,JA
2020-09-27,"ewz-Areal Herdern","Instandsetzung und Optimierung ewz-Areal Herdern",SVP,JA
2020-09-27,"ewz-Areal Herdern","Instandsetzung und Optimierung ewz-Areal Herdern",glp,JA
2020-11-29,"Fördersystem Tanz und Theater","Neues Fördersystem Tanz und Theater",AL,JA
2020-11-29,"Fördersystem Tanz und Theater","Neues Fördersystem Tanz und Theater",EVP,JA
2020-11-29,"Fördersystem Tanz und Theater","Neues Fördersystem Tanz und Theater",FDP,NEIN
2020-11-29,"Fördersystem Tanz und Theater","Neues Fördersystem Tanz und Theater","Grüne",JA
2020-11-29,"Fördersystem Tanz und Theater","Neues Fördersystem Tanz und Theater",SP,JA
2020-11-29,"Fördersystem Tanz und Theater","Neues Fördersystem Tanz und Theater",SVP,NEIN
2020-11-29,"Fördersystem Tanz und Theater","Neues Fördersystem Tanz und Theater",glp,Stimmfreigabe
2020-11-29,"Gegenvorschlag VI «Sportstadt Züri»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Sportstadt Züri»",AL,JA
2020-11-29,"Gegenvorschlag VI «Sportstadt Züri»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Sportstadt Züri»",EVP,NEIN
2020-11-29,"Gegenvorschlag VI «Sportstadt Züri»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Sportstadt Züri»",FDP,NEIN
2020-11-29,"Gegenvorschlag VI «Sportstadt Züri»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Sportstadt Züri»","Grüne",JA
2020-11-29,"Gegenvorschlag VI «Sportstadt Züri»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Sportstadt Züri»",SP,JA
2020-11-29,"Gegenvorschlag VI «Sportstadt Züri»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Sportstadt Züri»",SVP,NEIN
2020-11-29,"Gegenvorschlag VI «Sportstadt Züri»","Gegenvorschlag des Gemeinderats zur Volksinitiative «Sportstadt Züri»",glp,NEIN
2020-11-29,"Gestaltungsplan Thurgauerstrasse","Öffentlicher Gestaltungsplan Thurgauerstrasse",AL,NEIN
2020-11-29,"Gestaltungsplan Thurgauerstrasse","Öffentlicher Gestaltungsplan Thurgauerstrasse",EVP,NEIN
